author_display_name	author_channel_url	comment	comment_link	comment_id	comment_date	video_id
StopTheCap	http://www.youtube.com/channel/UCT2OQmLwOJ1mnu8eTQQTVsw	IT-JOBS I agree that getting a job as quick as possible is a good idea but for those you are in school or graduating, moving costs might be a hindrance	https://www.youtube.com/watch?v=jQCqglG5IBQ&lc=UgzhdrtDtYyZqaQc-mF4AaABAg	UgzhdrtDtYyZqaQc-mF4AaABAg	2023-07-17T14:37:15Z	jQCqglG5IBQ
Katherine Kuehn-Bao	http://www.youtube.com/channel/UCuRIPL10vf_6ijvGSagTbig	"IT-JOBS I appreciated the visuals you used to explain a number of points, like the ""get good"" stats or the barrier to entry vs pay and effort for different roles"	https://www.youtube.com/watch?v=jQCqglG5IBQ&lc=UgwImRD7h-i8qk0cWXJ4AaABAg	UgwImRD7h-i8qk0cWXJ4AaABAg	2023-07-17T15:15:32Z	jQCqglG5IBQ
Gold Miles	http://www.youtube.com/channel/UCsjKXly8ntlOm3HoG6zkkHQ	IT-JOBS Your dedication to helping others succeed in their careers is evident in every video you create.	https://www.youtube.com/watch?v=jQCqglG5IBQ&lc=UgznRI1iBTRP6rQQPvl4AaABAg	UgznRI1iBTRP6rQQPvl4AaABAg	2023-07-19T07:12:41Z	jQCqglG5IBQ
Ansel Varghese Paul	http://www.youtube.com/channel/UCLMH6L6B54EJaK23veSO06A	IT-JOBS I'm intrigued! Will definitely check out the video for unconventional tips on securing my first job	https://www.youtube.com/watch?v=jQCqglG5IBQ&lc=UgxtjrhbwrHvUmCWxml4AaABAg	UgxtjrhbwrHvUmCWxml4AaABAg	2023-07-17T18:21:57Z	jQCqglG5IBQ
Tamina	http://www.youtube.com/channel/UCUAzyNMosXR9FUgtb1Oclqg	IT-JOBS Your channel, Josh, is a treasure trove of information and guidance for career development. Your unwavering dedication to providing high-quality content that educates and inspires is truly remarkable. I've learned invaluable lessons from your videos, and they have played a pivotal role in my professional growth. Your commitment to helping others succeed is evident in the depth and breadth of topics you cover. Thank you for being a source of wisdom and motivation in the ever-changing landscape of careers.	https://www.youtube.com/watch?v=jQCqglG5IBQ&lc=UgxwDQxdVafNIEJdG2V4AaABAg	UgxwDQxdVafNIEJdG2V4AaABAg	2023-07-19T07:52:42Z	jQCqglG5IBQ
MJ FA	http://www.youtube.com/channel/UCH4BPSmhsEfO1UFk4piCuVA	IT-JOBS  Thank you for the valuable advice, the opportunity cost bit reasonated with me a lot not just in career life but in every worthwhile endeavor	https://www.youtube.com/watch?v=jQCqglG5IBQ&lc=UgyQlZU8YxedmS5-ZSt4AaABAg	UgyQlZU8YxedmS5-ZSt4AaABAg	2023-07-18T22:01:50Z	jQCqglG5IBQ
Cinderella	http://www.youtube.com/channel/UCGNdnFmdZROvuE7eU9CJ6MQ	IT-JOBS Your advice is practical and easy to implement. Thank you for the actionable tips.	https://www.youtube.com/watch?v=jQCqglG5IBQ&lc=UgwIL6patk9AqkzFF2t4AaABAg	UgwIL6patk9AqkzFF2t4AaABAg	2023-07-18T22:57:22Z	jQCqglG5IBQ
Lea Luong	http://www.youtube.com/channel/UCIWjHndGy9U0PMmDpP6GXxg	IT-JOBS  Hearing about the way you got your security clearance job was super interesting!	https://www.youtube.com/watch?v=jQCqglG5IBQ&lc=UgwMzpZMH3vugQwgWAt4AaABAg	UgwMzpZMH3vugQwgWAt4AaABAg	2023-07-18T11:06:58Z	jQCqglG5IBQ
thundora1	http://www.youtube.com/channel/UCN2snFZS7zpewPGJrVqMRDg	IT-JOBS So I agree with this to an extent. I would drive up to 5 hours for an interview if they offered me a remote position but if you purchased a house recently it would be difficult for you to just up in move. Personally, I would be willing to drive up to an hour and half daily to get to a job if it was worth it for me.	https://www.youtube.com/watch?v=jQCqglG5IBQ&lc=UgxA04n9aCIdH3wLn1p4AaABAg	UgxA04n9aCIdH3wLn1p4AaABAg	2023-07-17T14:19:31Z	jQCqglG5IBQ
Clara Grimes	http://www.youtube.com/channel/UCD9-3_TjCUFvAYR36hsr_mQ	IT-JOBS Your channel offers a wealth of practical advice for career growth. Thank you for sharing your wisdom.	https://www.youtube.com/watch?v=jQCqglG5IBQ&lc=Ugxy1shvHW-iHWqY2GN4AaABAg	Ugxy1shvHW-iHWqY2GN4AaABAg	2023-07-18T23:17:26Z	jQCqglG5IBQ
Michael Igbokwe	http://www.youtube.com/channel/UCumd7lh7LEb37M6lQ9vy9AA	it-jobs  I agree. It's important to do the job you really want to do as soon as possible. No matter the level of that role. These are essential skills to be learnt.	https://www.youtube.com/watch?v=jQCqglG5IBQ&lc=UgzDEBh2vRfKLd6PmDV4AaABAg	UgzDEBh2vRfKLd6PmDV4AaABAg	2023-07-17T20:02:19Z	jQCqglG5IBQ
Curwen Arthurs	http://www.youtube.com/channel/UCqnDa2Vd6QIB0mCyJy_Nq8g	IT-JOBS I think the advice of getting experience as soon as possible over the perfect entry level job is great. I have heard it before from software engineers too. Its a sacrifice for the knowledge and experience for future good.	https://www.youtube.com/watch?v=jQCqglG5IBQ&lc=UgwQfEJi-wQ1V4HRU7R4AaABAg	UgwQfEJi-wQ1V4HRU7R4AaABAg	2023-07-18T02:02:21Z	jQCqglG5IBQ
